zoofold1	0.9639251677006704	0.9860390481561939		0.825	0.5	0.875	1.0	3.0	17.0
zoofold2	0.9666613706454826	0.9824533378133523		0.825	0.5	0.9	1.0	5.0	19.0
zoofold3	0.9656743906975623	0.9807475069900281		0.85	0.5	0.875	1.0	3.0	17.0
zoofold4	0.9672085728342907	0.9828095952383815		0.825	0.5	0.875	1.0	3.0	17.0
zoofold5	0.9658828075312309	0.9825742982971939		0.8	0.5	0.875	1.0	3.0	17.0
zoofold1	0.9671147804591234	0.9843321613286466		0.725	0.75	0.8	1.0	2.0	17.0
zoofold2	0.9660294001176006	0.9845932823731295		0.725	0.5	0.775	1.0	3.0	18.0
zoofold3	0.9665347461389838	0.9854079416317671		0.75	0.75	0.8	1.0	3.0	18.0
zoofold4	0.9675019500078005	0.9861436885747539		0.725	0.75	0.8	1.0	2.0	17.0
zoofold5	0.9660203760815042	0.9865278821115291		0.75	0.75	0.8	1.0	2.0	18.0
zoofold1	0.9715266701066815	0.9832357409429637		0.8	0.5	0.825	0.75	3.0	15.0
zoofold2	0.9677930231720924	0.987615566462266		0.75	0.5	0.825	0.75	2.0	18.0
zoofold3	0.9696273025092096	0.9811636686546749		0.775	0.5	0.825	0.75	3.0	18.0
zoofold4	0.9691754287017151	0.9859011916047666		0.8	0.5	0.825	0.75	2.0	21.0
zoofold5	0.9704644258577032	0.982893211572847		0.8	0.5	0.825	0.75	2.0	15.0
